namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
KOTA TANGERANG,Screenshot_3.JPG,PARTAI BERKARYA,128727,1,DWI HANDAYANI,Perempuan
KEBUMEN,Screenshot_3.jpg,PARTAI BERKARYA,199913,2,"CUNCUN KUSWENDA, S.Pd",Laki-Laki
JAKARTA SELATAN,Screenshot_3.JPG,PARTAI BERKARYA,302447,3,ADE ROSIYANA ULFAH,Perempuan
KOTA SURAKARTA,poto16.JPG,PARTAI BERKARYA,202639,4,AGUS WIDIARTO,Laki-Laki
JAKARTA TIMUR,Capture 17.JPG,PARTAI BERKARYA,274245,5,BISMA WIRANEGARA,Laki-Laki
JAKARTA SELATAN,Screenshot_3.jpg,PARTAI BERKARYA,302448,6,RUSMINAH YURVINA SALMAH,Perempuan
KOTA TANGERANG SELATAN,Screenshot_3.jpg,PARTAI BERKARYA,63809,7,AHMAD ZAKI NUR IHSAN,Laki-Laki
BANYUMAS,Capture19.JPG,PARTAI BERKARYA,156740,1,SRI RENGGA WIDIJARETNA,Perempuan
KOTA BEKASI,Screenshot_3.JPG,PARTAI BERKARYA,145336,2,EDWARD RAYMOND PAKASI,Laki-Laki
KUDUS,Screenshot_3.JPG,PARTAI BERKARYA,276735,3,BIN SUBIYANTO,Laki-Laki
BANYUMAS,Screenshot_3.jpg,PARTAI BERKARYA,198250,4,MUSAFA,Laki-Laki
JAKARTA PUSAT,Screenshot_3.JPG,PARTAI BERKARYA,302353,5,SHINTA GESTIRA,Perempuan
KOTA BEKASI,Screenshot_3 (2).JPG,PARTAI BERKARYA,223264,6,"GATOT WIBOWO, S.T.",Laki-Laki
KOTA BEKASI,Screenshot_4 (2).jpg,PARTAI BERKARYA,277620,7,SITI MUSLIMAH AMPERAWATI,Perempuan
KOTA BANDUNG,Screenshot_3.JPG,PARTAI BERKARYA,302615,8,Dr. ENDANG KAMARUDIN,Laki-Laki
JAKARTA TIMUR,Screenshot_3.jpg,PARTAI BERKARYA,189108,1,Marsda TNI (Purn). HARYANTOYO,Laki-Laki
JAKARTA TIMUR,foto silon.JPG,PARTAI BERKARYA,129640,2,Dr. H. TAUFIQ ABDUL HAKIM,Laki-Laki
JAKARTA SELATAN,Screenshot_3.jpg,PARTAI BERKARYA,300697,3,"Dra. IKA SARAWATI SARAH, MM.",Perempuan
KOTA BANJAR,Screenshot_3.jpg,PARTAI BERKARYA,148381,4,Ir. MOHAMMAD AEDY,Laki-Laki
BREBES,Screenshot_1 (6).JPG,PARTAI BERKARYA,278719,5,YASER ARAFAT,Laki-Laki
JAKARTA PUSAT,Screenshot_1 (2).JPG,PARTAI BERKARYA,302466,6,ALEMANTIS,Perempuan
JAKARTA TIMUR,Screenshot_3.jpg,PARTAI BERKARYA,235944,7,"ARMAN HUMONGGIO, SE, AK",Laki-Laki
JAKARTA PUSAT,Screenshot_1 (7).JPG,PARTAI BERKARYA,302471,8,YAYANG NURHIKMAH,Perempuan
BOGOR,Screenshot_3.JPG,PARTAI BERKARYA,301122,1,SUMIHARJO P,Laki-Laki
KOTA PEKALONGAN,Screenshot_3.jpg,PARTAI BERKARYA,270266,2,Drs. SUPRAYITNO,Laki-Laki
PEMALANG,Screenshot_1 (4).JPG,PARTAI BERKARYA,302473,3,ENDANG PURWANINGSIH,Perempuan
PEMALANG,Screenshot_1 (3).JPG,PARTAI BERKARYA,302475,4,IWAN SETIAWAN,Laki-Laki
PEMALANG,Screenshot_1 (5).JPG,PARTAI BERKARYA,302477,5,NUR CHASANAH,Perempuan
PEKALONGAN,Screenshot_4 (3).jpg,PARTAI BERKARYA,266784,6,DEWI KHOTIJAH,Perempuan
JAKARTA TIMUR,Screenshot_3.jpg,PARTAI BERKARYA,130309,7,SUYANTO,Laki-Laki
JAKARTA PUSAT,Screenshot_2.png,PARTAI BERKARYA,61918,1,"SITI HEDIATI SOEHARTO, SE",Perempuan
JAKARTA TIMUR,PAK RW.JPG,PARTAI BERKARYA,62547,2,"Ir. RACHMAD WIDIYANTO, M.Si",Laki-Laki
SLEMAN,mohammad soleh DIY.JPG,PARTAI BERKARYA,150765,3,MOCHAMAD SOLEH,Laki-Laki
BANTUL,andika indah DIY.JPG,PARTAI BERKARYA,151177,4,"ANDIKA INDAH PURNAMASARI, SE.,M.Sc",Perempuan
KOTA YOGYAKARTA,JOKO SETIJONO DIY.JPG,PARTAI BERKARYA,152114,5,"DJOKO SETIJONO, S.IP.",Laki-Laki
JAKARTA TIMUR,GESTI DIY.JPG,PARTAI BERKARYA,130097,6,GESTY PROBOWATI W,Perempuan
BANTUL,ENDRO WALUYO.JPG,PARTAI BERKARYA,139822,7,"Ir. HR. ENDRO WALUYO, M.Si",Laki-Laki
JAKARTA SELATAN,PBS.JPG,PARTAI BERKARYA,109111,1,"Drs. H. PRIYO BUDI SANTOSO, M.AP",Laki-Laki
JAKARTA TIMUR,AAD.JPG,PARTAI BERKARYA,125409,2,"Dr. AAD HARHARAH, MHA., FS.",Laki-Laki
JAKARTA TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,246604,3,Hj. PATRIA MUTIARA NUSA,Perempuan
SIDOARJO,FOTO.JPG,PARTAI BERKARYA,77610,4,"Drs. EC. H. M. IMRON SYUKUR, MM",Laki-Laki
SIDOARJO,Screenshot_4.jpg,PARTAI BERKARYA,254680,5,"Ir. H. BAMBANG SUTONO, M.Si",Laki-Laki
BEKASI,Screenshot_5.jpg,PARTAI BERKARYA,300468,6,MARDIANA,Perempuan
TANGERANG,mubtadi.jpg,PARTAI BERKARYA,300658,7,Drs. MUBTADI,Laki-Laki
KOTA SURABAYA,robert.jpg,PARTAI BERKARYA,255874,8,"ROBERT MANTINIA, SE, SH, M.HUM.",Laki-Laki
JAKARTA BARAT,Screenshot_6.jpg,PARTAI BERKARYA,300634,9,YULIA PUSPITASARI ABADY,Perempuan
KOTA SURABAYA,Screenshot_1.jpg,PARTAI BERKARYA,271460,10,"EKA SEPTIA DARMAWAN, SE",Laki-Laki
PASURUAN,FOTO.JPG,PARTAI BERKARYA,202408,1,RIANG KULUP PRAYUDA,Laki-Laki
KOTA BEKASI,foto.JPG,PARTAI BERKARYA,202938,2,H. DIAN KOESWEDI,Laki-Laki
KOTA SURABAYA,dea melani.jpg,PARTAI BERKARYA,272375,3,"DEA MELANIE, SH",Perempuan
PASURUAN,HASAN.jpg,PARTAI BERKARYA,301125,4,MOH. SOFIE A. HASAN,Laki-Laki
KOTA SURABAYA,Khaliq 4x6.jpg,PARTAI BERKARYA,300680,5,"ABDUL KHALIQ, LC.",Laki-Laki
PASURUAN,Screenshot_1.jpg,PARTAI BERKARYA,302481,6,ALIYAH QORI FARHARAN,Perempuan
BANYUWANGI,Screenshot_1.jpg,PARTAI BERKARYA,204640,1,"Ir. H. ACHMAD WAHYUDI, SH., MH.",Laki-Laki
KOTA MALANG,suyanto.jpg,PARTAI BERKARYA,247238,2,"Drs. H. SUYANTO, S.IP., MA.",Laki-Laki
JAKARTA TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,302464,3,NURHAYATI,Perempuan
JAKARTA TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,300949,4,AGUSTIAR DAMHURI,Laki-Laki
JAKARTA SELATAN,Screenshot_1.jpg,PARTAI BERKARYA,302470,5,Dra. MEISKE PAATH,Perempuan
JAKARTA BARAT,Screenshot_1.jpg,PARTAI BERKARYA,279502,6,"H. DENI APRIANDI, SE, MH",Laki-Laki
BANYUWANGI,Screenshot_1.jpg,PARTAI BERKARYA,302479,7,NOVRIDHA SHELLY NOOR AMALIA,Perempuan
KOTA SURABAYA,foto.JPG,PARTAI BERKARYA,205163,1,"Drs. ANTON SETIADJI, S.H., M.H",Laki-Laki
JEMBER,foto.JPG,PARTAI BERKARYA,5484,2,"ZAINUL HASAN, S.Sos.",Laki-Laki
JAKARTA SELATAN,foto.JPG,PARTAI BERKARYA,77524,3,"Dr. Hj. ZAWIAH RAMLIE, S.K.M, S.H, M.Sc., M.H.",Perempuan
KOTA SURABAYA,foto.JPG,PARTAI BERKARYA,5577,4,Drs. H. AUNUL HAKIM,Laki-Laki
KOTA BATU,foto.JPG,PARTAI BERKARYA,206332,5,"RIZKY PUTRA YUDHAPRADANA, S.H",Laki-Laki
KOTA BEKASI,YULISDA.jpg,PARTAI BERKARYA,302352,6,YULISDA DEA AGISTA,Perempuan
JAKARTA BARAT,Screenshot_1.jpg,PARTAI BERKARYA,164585,1,"SONNY PUDJISASONO, SH",Laki-Laki
MALANG,joko.jpg,PARTAI BERKARYA,219165,2,"Dr. JOKO NUGROHO, S.PAK., MA.",Laki-Laki
JAKARTA TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,301137,3,WINA MAGRIET,Perempuan
KOTA MALANG,foto.JPG,PARTAI BERKARYA,157939,4,"GUNADI HANDOKO, SH., MM., M.HUM., C.L.A",Laki-Laki
JAKARTA SELATAN,Screenshot_1.jpg,PARTAI BERKARYA,268193,5,JOEL STEVE O TICOALU,Laki-Laki
JAKARTA TIMUR,rusmini.jpg,PARTAI BERKARYA,301139,6,RUSMINI,Perempuan
TANGERANG,agus sugianto.jpg,PARTAI BERKARYA,224102,7,AGUS SUGIANTO,Laki-Laki
JAKARTA BARAT,Screenshot_1.jpg,PARTAI BERKARYA,302622,8,REVALIA,Perempuan
JAKARTA TIMUR,FOTO.JPG,PARTAI BERKARYA,5570,1,"Hj. AISYAH ULFA SYAFII, M.Kom",Perempuan
JAKARTA PUSAT,FOTO.JPG,PARTAI BERKARYA,73210,2,ABDUL KHALEK LUBIS,Laki-Laki
KOTA KEDIRI,FOTO.JPG,PARTAI BERKARYA,224266,3,"SOEBAGIJO, SH, M.Hum.",Laki-Laki
TANGERANG,FOTO.JPG,PARTAI BERKARYA,78067,4,"LAMAT SUBJAKTO, SH",Laki-Laki
KEDIRI,FOTO.JPG,PARTAI BERKARYA,211597,5,ARI SUKMA WATI,Perempuan
KOTA BOGOR,cerri.jpg,PARTAI BERKARYA,228653,6,CHERRY GAUTIER FRANESIA,Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,182331,7,NADEA LAZUARDANI ZAHRA,Perempuan
KOTA BLITAR,FOTO.JPG,PARTAI BERKARYA,211822,8,"DWI PUTRO MUDJIWIDODO, SH.",Laki-Laki
KOTA KEDIRI,Screenshot_1.jpg,PARTAI BERKARYA,212346,9,SOFYAN AMINULLOH,Laki-Laki
SLEMAN,foto.JPG,PARTAI BERKARYA,229966,1,Dra. MARDIANA INDRASWATI,Perempuan
KOTA BEKASI,foto.JPG,PARTAI BERKARYA,165107,2,"Ir. HARUN SUNARSO, M.Si",Laki-Laki
JAKARTA SELATAN,Screenshot_1.jpg,PARTAI BERKARYA,275781,3,"H. HERMAN SETIABUDI, SE",Laki-Laki
BOGOR,Screenshot_1.jpg,PARTAI BERKARYA,281971,4,SELLY ERNAWATI SURYANI,Perempuan
JAKARTA TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,302367,5,Drs. H. A. HALIM RIADI,Laki-Laki
TRENGGALEK,FOTO.jpg,PARTAI BERKARYA,252167,6,SUWARNI,Laki-Laki
JOMBANG,pas foto.jpg,PARTAI BERKARYA,5483,1,"Dra. Hj. SITI FATIMAH, MM",Perempuan
JOMBANG,Screenshot_4.jpg,PARTAI BERKARYA,215949,2,Ir. H. SISWO IRYANA,Laki-Laki
JAKARTA TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,302624,3,HANAPI ISHARYANTO,Laki-Laki
KOTA BEKASI,Screenshot_1.jpg,PARTAI BERKARYA,282041,4,"NETRI UTAMI, SH.",Perempuan
JAKARTA PUSAT,FOTO07292018.jpg,PARTAI BERKARYA,277719,5,WAHYUDIN SOFYAN,Laki-Laki
JOMBANG,FOTO.jpg,PARTAI BERKARYA,282509,6,MOCHAMAD IRFAN YUSUF,Laki-Laki
NGANJUK,Screenshot_5.jpg,PARTAI BERKARYA,213348,7,"YUSUF WIBISONO, SH, MM, MH",Laki-Laki
MOJOKERTO,Screenshot_1.jpg,PARTAI BERKARYA,302663,8,"KUSNIARTIN FATIMAH, SH",Perempuan
JAKARTA SELATAN,Screenshot_2.jpg,PARTAI BERKARYA,231451,9,"SUNTOKO, S.Sos., M.Si.",Laki-Laki
KOTA TANGERANG SELATAN,Screenshot_1.jpg,PARTAI BERKARYA,302405,10,Drs. MUHAMMAD YUNAN,Laki-Laki
TUBAN,PAS FOTO.jpg,PARTAI BERKARYA,212508,1,"MUHAMMAD YUSUF, SE",Laki-Laki
KOTA SURABAYA,Screenshot_1.jpg,PARTAI BERKARYA,243451,2,KH. SYAIFUDIN NAWAWI,Laki-Laki
JAKARTA SELATAN,Screenshot_1.jpg,PARTAI BERKARYA,302487,3,NUNIK TABAH ANDAYANI,Perempuan
KOTA SURABAYA,photo.jpg,PARTAI BERKARYA,266862,4,H. SOEPARMO,Laki-Laki
JAKARTA SELATAN,foto.JPG,PARTAI BERKARYA,77798,5,"M. DWIYOGA KURNIAWAN, SH.",Laki-Laki
JAKARTA TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,302490,6,NINA YUNIARSIH,Perempuan
KOTA SURABAYA,Screenshot_3.jpg,PARTAI BERKARYA,77981,1,"Ir. ARIEF SOEMARTO, SH, MH",Laki-Laki
KOTA SURABAYA,Screenshot_4.jpg,PARTAI BERKARYA,227659,2,"ARIEF CHANDRA, SH",Laki-Laki
NGAWI,Screenshot_5.jpg,PARTAI BERKARYA,77694,3,"FAHMA FARIHAH, A.Md.Far",Perempuan
JAKARTA SELATAN,Screenshot_6.jpg,PARTAI BERKARYA,191786,4,ASWIL DT. R. BILANG,Laki-Laki
JAKARTA TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,302497,5,RETNO TRI MINARNI,Perempuan
JAKARTA UTARA,Screenshot_2.jpg,PARTAI BERKARYA,302498,6,"RICKY WIBOWO TJAHJADI, ST., MM.",Laki-Laki
JAKARTA TIMUR,foto.JPG,PARTAI BERKARYA,245818,1,"DJOKO EDHI SOETJIPTO ABDRAHMAN, SH",Laki-Laki
JAKARTA SELATAN,foto.JPG,PARTAI BERKARYA,244494,2,"FAIZ RAMZY RACHBINI, SE.",Laki-Laki
KOTA BEKASI,foto.JPG,PARTAI BERKARYA,216950,3,ANA SUNARTI,Perempuan
KOTA SURABAYA,Capture.JPG,PARTAI BERKARYA,300456,4,HIDAYATULLAH NILAM,Laki-Laki
BANGKALAN,Screenshot_1.jpg,PARTAI BERKARYA,281900,5,"ABDIL HALIMS STANI, ST., M.Sc.",Laki-Laki
KOTA SEMARANG,FOTO.JPG,PARTAI BERKARYA,300463,6,AYU DWI KURNIASARI,Perempuan
BANGKALAN,syukur.jpg,PARTAI BERKARYA,215603,7,SYUKUR,Laki-Laki
KOTA SEMARANG,Screenshot_1.jpg,PARTAI BERKARYA,300473,8,Hj. LYSTIANI DEWI NOVI ERTARINI,Perempuan
JAKARTA TIMUR,FOTO SILON.JPG,PARTAI BERKARYA,164578,1,"H. ANHAR, SE",Laki-Laki
LEBAK,foto.JPG,PARTAI BERKARYA,164712,2,H. E. SYAMSUL BACHRI ARSUDIN,Laki-Laki
SERANG,FOTO.JPG,PARTAI BERKARYA,164669,3,"Dr. ELIYA, MARS",Perempuan
KOTA SERANG,Pas Photo - Background Merah.jpg,PARTAI BERKARYA,85522,4,"TUBAGUS JIB MUHIBBUDIN, SH, MM, MBA",Laki-Laki
KOTA BEKASI,3. foto 4x6 merah.jpg,PARTAI BERKARYA,147560,5,"Dra. RUSDIANA BARDIAN, MM",Perempuan
KOTA SERANG,FOTO.jpg,PARTAI BERKARYA,60669,6,"ILHAM AM., SH",Laki-Laki
SERANG,foto.jpg,PARTAI BERKARYA,162032,1,H. R. S. PURBO ASMORO,Laki-Laki
KOTA SERANG,foto didi sunardi.JPG,PARTAI BERKARYA,8242,2,"Drs. DIDI SUNARDI, M.Si",Laki-Laki
KOTA BEKASI,FOTO.JPG,PARTAI BERKARYA,163288,3,"Laksma TNI (Purn). YUTTI S HALILIN, SH",Perempuan
KOTA TANGERANG,foto.jpeg,PARTAI BERKARYA,297250,4,Laksmana Muda TNI (Purn) Drs. SONY SANTOSO,Laki-Laki
KOTA SERANG,FOTO SILON.JPG,PARTAI BERKARYA,299593,5,H. TB. LUCKY KAKING,Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,167657,6,"JULLYA FERONICA, SE",Perempuan
KOTA TANGERANG SELATAN,foto.JPG,PARTAI BERKARYA,117294,1,"SYAEFUNNUR MASZAH, SH, MM",Laki-Laki
KOTA BEKASI,FOTO SILON BAHANA.JPG,PARTAI BERKARYA,61909,2,KH. BAHANA JAALHAQ TAQWALLAH,Laki-Laki
KOTA TANGERANG SELATAN,foto.JPG,PARTAI BERKARYA,167801,3,"RIA DAHLIA, S.Sos.",Perempuan
TANGERANG,FOTO M SIROT.JPG,PARTAI BERKARYA,186977,4,"MUHAMMAD SIROT, SH, S.IP",Laki-Laki
TANGERANG,FOTO ARIUS KARMAN.JPG,PARTAI BERKARYA,8571,5,"Dr. ARIUS KARMAN, MARS",Laki-Laki
JAKARTA PUSAT,FOTO SILON.JPG,PARTAI BERKARYA,196910,6,"R. Ay. DEVI ANGGRAENI, Amd.TrU",Perempuan
TANGERANG,FOTO.JPG,PARTAI BERKARYA,69441,7,RHAZES FAZA ASRINDRA,Laki-Laki
JAKARTA BARAT,Pas Foto Tomi Syavitra 4x6.JPG,PARTAI BERKARYA,7613,8,"TOMI SYAVITRA, S.Si, MM",Laki-Laki
JAKARTA SELATAN,Cathy_4x6.jpg,PARTAI BERKARYA,61103,9,"CATHY AHADIANTY, ST",Perempuan
KOTA TANGERANG,FOTO.JPG,PARTAI BERKARYA,69257,10,"MUHAMAD ARYA WIJAYA, SH., S.Ag., M.Si., MH.",Laki-Laki
KOTA DENPASAR,dewa.jpg,PARTAI BERKARYA,71765,1,"Drs. DEWA BAGUS MADE SUHARYA, SH",Laki-Laki
BOGOR,Screenshot_4.jpg,PARTAI BERKARYA,300867,2,I WAYAN KUSMINTHA DUSAK,Laki-Laki
KOTA DENPASAR,PARTINI.jpg,PARTAI BERKARYA,260410,3,"NYOMAN PARTINI, SH., MH.",Perempuan
BADUNG,wayan wetha.jpg,PARTAI BERKARYA,71809,4,I WAYAN WETHA,Laki-Laki
BULELENG,made karta.jpg,PARTAI BERKARYA,260965,5,MADE KARTHA WIRATAMA,Laki-Laki
KOTA DENPASAR,FOTO.jpg,PARTAI BERKARYA,302349,6,"LINA TRI WIJAYANTI, SE",Perempuan
BADUNG,ida bagus.jpg,PARTAI BERKARYA,261435,7,"IDA BAGUS PUTU PARTA, SE.",Laki-Laki
JAKARTA PUSAT,sulistiono.jpg,PARTAI BERKARYA,260050,8,Ir. H. SULISTIYONO,Laki-Laki
BADUNG,FOTO.jpg,PARTAI BERKARYA,302461,9,NI KETUT TRISNAWATI,Perempuan
KOTA DEPOK,SYAMSUDIN.JPG,PARTAI BERKARYA,103464,1,"Drs. H. SYAMSUDIN, MK",Laki-Laki
KOTA DEPOK,FOTO_002088.jpg,PARTAI BERKARYA,300744,2,"Drs. H. IBRAHIM ISHAKA, M.M.",Laki-Laki
BOJONEGORO,IMG-20180630-WA0103.jpg,PARTAI BERKARYA,93861,3,"Dra. Hj. SYAMSIAH RAHIM, M.M.",Perempuan
KOTA MATARAM,FOTO.JPG,PARTAI BERKARYA,202362,1,"DHARWATI PRATAMA SARI, ST, MT, M.Sc",Perempuan
LOMBOK TENGAH,"HAJI LALU WIRATMAJA, SH.JPG",PARTAI BERKARYA,196635,2,"HAJI LALU WIRATMAJA, SH",Laki-Laki
KOTA MATARAM,FOTO.JPG,PARTAI BERKARYA,199134,3,"MUHAMMAD MASRI, S.T",Laki-Laki
KOTA MATARAM,"MAHMUDAWATI, ST..JPG",PARTAI BERKARYA,195361,4,"MAHMUDAWATI, ST",Perempuan
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,300748,5,"BAMBANG SUJATMIKO, SH",Laki-Laki
KOTA MATARAM,"ASIH ROSILAWATI, SE.JPG",PARTAI BERKARYA,191360,6,"ASIH ROSILAWATI, SE",Perempuan
KOTA MATARAM,SYARAFUDIN.JPG,PARTAI BERKARYA,199904,7,"Drs. SYARAFUDDIN, SH, MM",Laki-Laki
KOTA BEKASI,FOTO SILON.JPG,PARTAI BERKARYA,180948,1,"Dr. STEPHANUS PELOR, SH, MH",Laki-Laki
KOTA SURABAYA,FOTO_002802.jpg,PARTAI BERKARYA,300760,2,"Dr. Drs. FREDERIK FERNANDEZ, M.Pd.",Laki-Laki
KOTA TANGERANG SELATAN,FOTO_003122.jpg,PARTAI BERKARYA,170834,3,MARIE AVELIN KONTERIUS,Perempuan
KOTA KUPANG,FOTO_003075.jpg,PARTAI BERKARYA,181576,4,"Dr. CHRISTOFEL BAGAISAR, S.Pd., SS., M.Pd.",Laki-Laki
MANGGARAI BARAT,FOTO SILON.JPG,PARTAI BERKARYA,188018,5,YOHANES JIMMY SILIMALAR,Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,263990,6,ANITA JEANNETTE PAATH,Perempuan
JAKARTA SELATAN,MARIA LILYANA MEKO.JPG,PARTAI BERKARYA,165330,1,MARIA LILYANA MEKO,Perempuan
KOTA BANDUNG,YOSEP FALENTINUS DELASALLE KEBO.JPG,PARTAI BERKARYA,123627,2,YOSEP FALENTINUS DELASALLE KEBO,Laki-Laki
KOTA KUPANG,FOTO_002674.jpg,PARTAI BERKARYA,278924,3,"Drs. JAN CHRISTOFEL BENYAMIN, M.Si.",Laki-Laki
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,230445,4,NUR INDAH SETIAWATI,Perempuan
JAKARTA UTARA,FOTO_002973.jpg,PARTAI BERKARYA,300765,5,"JOHN O SAITAKELA, S.T.",Laki-Laki
JAKARTA TIMUR,FOTO_002779.jpg,PARTAI BERKARYA,278610,6,LILIS LUSIANA,Perempuan
JAKARTA SELATAN,FOTO.JPG,PARTAI BERKARYA,123253,7,MUHAMAD LUDFY,Laki-Laki
MEMPAWAH,Screenshot_3.jpg,PARTAI BERKARYA,188564,1,"SABLI AWALUDIN, SE, M.Si",Laki-Laki
KOTA PONTIANAK,Screenshot_3.jpg,PARTAI BERKARYA,235232,2,"H. YASSIRLY BA'BUD, SE., MM",Laki-Laki
MEMPAWAH,Screenshot_3.jpg,PARTAI BERKARYA,188198,3,LINDA FERDHITA KAUNANG,Perempuan
KOTA PONTIANAK,FOTO.JPG,PARTAI BERKARYA,275361,4,ACHMAD HAMID,Laki-Laki
KOTA PONTIANAK,Screenshot_3.jpg,PARTAI BERKARYA,187750,5,AWALUDIN,Laki-Laki
KOTA PONTIANAK,FOTO.JPG,PARTAI BERKARYA,265523,6,HERTY VUSPITA,Perempuan
KUBU RAYA,Screenshot_3.jpg,PARTAI BERKARYA,212944,7,"MUHAMMAD ADI CAHYONO, SH",Laki-Laki
KOTA PONTIANAK,PARTAI BERKARYA,303469,8,EVELYN,Perempuan
JAKARTA TIMUR,25.JPG,PARTAI BERKARYA,134084,1,"H. MUHAMMAD ALI ANAFIA, SH, M.Si",Laki-Laki
SANGGAU,Screenshot_3.jpg,PARTAI BERKARYA,299217,2,Dr. LAMBOK SIAHAAN,Laki-Laki
SANGGAU,Screenshot_3.JPG,PARTAI BERKARYA,300722,3,"HARINI, SE",Perempuan
KOTA PONTIANAK,PARTAI BERKARYA,303474,4,"IMELDA KUEN, S.K.M., M.Si.",Perempuan
KOTA PALANGKARAYA,Screenshot_3.jpg,PARTAI BERKARYA,145232,1,"Ir. TIMERASI LABAT, M.Si.",Laki-Laki
JAKARTA PUSAT,Screenshot_3.jpg,PARTAI BERKARYA,302378,2,RAHMAWATI,Perempuan
KOTA PALANGKARAYA,Screenshot_3.JPG,PARTAI BERKARYA,145109,3,JECKY DAHIR,Laki-Laki
KOTA PALANGKARAYA,Screenshot_3.jpg,PARTAI BERKARYA,145061,4,"MELVAIDA LUMONGGO, SE, MM",Perempuan
KOTA PALANGKARAYA,Screenshot_3.jpg,PARTAI BERKARYA,145160,5,Drs. H. MOHAMAD FAUZI,Laki-Laki
JAKARTA BARAT,Screenshot_3.jpg,PARTAI BERKARYA,236887,6,"ROBY DEDI, SH, M.Kn",Laki-Laki
KOTA BANJARMASIN,EDI SURYADI KALSEL.jpg,PARTAI BERKARYA,125283,1,Ir. H. EDI SURYADI,Laki-Laki
KOTA BANJARMASIN,Screenshot_3.jpg,PARTAI BERKARYA,259340,2,SAID ACHMAD ABDUL MALIK,Laki-Laki
KOTA BANJARMASIN,Screenshot_4.jpg,PARTAI BERKARYA,258883,3,"SUSWI NINGSIH, S.Sos.",Perempuan
KOTA BANJARMASIN,Screenshot_1.jpg,PARTAI BERKARYA,259506,4,FARINA AGUSTIN,Perempuan
KOTA BANJARMASIN,Screenshot_5.jpg,PARTAI BERKARYA,259583,5,"H. SUYATNO, M.Si.",Laki-Laki
HULU SUNGAI TENGAH,Screenshot_4.jpg,PARTAI BERKARYA,259655,6,H. MUHAMMAD ALI RAHMAN,Laki-Laki
KOTA BANJARMASIN,Screenshot_4.jpg,PARTAI BERKARYA,192491,1,HABIB FATHURRACHMAN BAHASYIM,Laki-Laki
KOTA BANJARMASIN,Screenshot_4.jpg,PARTAI BERKARYA,192347,2,H. NOORWAHDIATSYAH,Laki-Laki
KOTA BANJARMASIN,Screenshot_4.jpg,PARTAI BERKARYA,259761,3,NURFAJARIANTI,Perempuan
JAKARTA UTARA,ahmad.jpg,PARTAI BERKARYA,71856,1,"H. AKHMAD GOESRA, SH., M.Si.",Laki-Laki
KOTA BALIKPAPAN,Screenshot_1.jpg,PARTAI BERKARYA,279891,2,Drs. RUKMINTO SETYO NUGROHO,Laki-Laki
KOTA TANGERANG SELATAN,andi.jpg,PARTAI BERKARYA,5291,3,"ANDI SURIANI, S.Ag., M.A",Perempuan
KOTA SAMARINDA,Screenshot_1.jpg,PARTAI BERKARYA,5266,4,"H. MUKARRAMAH, S.Hut",Laki-Laki
KOTA BONTANG,Screenshot_1.jpg,PARTAI BERKARYA,6193,5,"ROSTAN, SH, M.H",Laki-Laki
KOTA SAMARINDA,Screenshot_1.jpg,PARTAI BERKARYA,6384,6,"WIWI WIDANINGSIH, S.H",Perempuan
KOTA BALIKPAPAN,Screenshot_1.jpg,PARTAI BERKARYA,5288,7,Dra. ANNISA ASMAHAN BARAQBAH,Perempuan
KUTAI TIMUR,Screenshot_1.jpg,PARTAI BERKARYA,63736,8,"ZAMBUDI SUSILO, S.T",Laki-Laki
KOTA MANADO,FOTO_002770.jpg,PARTAI BERKARYA,300796,1,"PAULUS M. PANGAU, ST",Laki-Laki
JAKARTA SELATAN,FOTO_002999.jpg,PARTAI BERKARYA,300798,2,NOVEMMY KHATARINA M.,Perempuan
KOTA JAYAPURA,FOTO_002741.jpg,PARTAI BERKARYA,219346,3,MELKI MAN TUMBELAKA,Laki-Laki
GORONTALO,FOTO_002760.jpg,PARTAI BERKARYA,266745,4,NAEMA S. BACHMID,Perempuan
KOTA BANDUNG,FOTO_002949.jpg,PARTAI BERKARYA,300803,5,"Dr. HOTMA RUMAHROBO, MS, EPID",Perempuan
KOTA MANADO,WhatsApp Image 2018-08-01 at 09.33.09.jpeg,PARTAI BERKARYA,219068,6,"Dr. STEPHANUS, M.Pd",Laki-Laki
KOTA BANDUNG,FOTO_002915.jpg,PARTAI BERKARYA,258846,1,MAREYKE SUBUR INGKIRIWANG,Perempuan
KOTA TANGERANG SELATAN,M.USLI.ZAMZAMMI.JPG,PARTAI BERKARYA,215083,2,M. RUSLI ZAMZAMMI SAID,Laki-Laki
